,Country,Year,Value,Resource,Metric,Price,Price_Production
14921,Venezuela,1975,0.3757838308811188,Natural Gas,Consumption,,
14922,Central America,1975,0,Natural Gas,Consumption,,
14923,Other Caribbean,1975,0.00070272,Natural Gas,Consumption,,
14924,Other South America,1975,0.0045414,Natural Gas,Consumption,,
14925,Total S. & Cent. America,1975,0.8702288501226576,Natural Gas,Consumption,,
14926,Austria,1975,0.1504858285188675,Natural Gas,Consumption,,
14927,Belgium,1975,0.3463011085987091,Natural Gas,Consumption,,
14928,Bulgaria,1975,0.040675499,Natural Gas,Consumption,,
14929,Croatia,1975,0,Natural Gas,Consumption,,
14930,Cyprus,1975,0,Natural Gas,Consumption,,
14931,Czech Republic,1975,0.059659202,Natural Gas,Consumption,,
14932,Denmark,1975,0,Natural Gas,Consumption,,
14933,Estonia,1975,0,Natural Gas,Consumption,,
14934,Finland,1975,0.026478,Natural Gas,Consumption,,
14935,France,1975,0.6583319902420044,Natural Gas,Consumption,,
14936,Germany,1975,1.6745165586471558,Natural Gas,Consumption,,
14937,Greece,1975,0,Natural Gas,Consumption,,
14938,Hungary,1975,0.2066517025232315,Natural Gas,Consumption,,
14939,Iceland,1975,0,Natural Gas,Consumption,,
14940,Ireland,1975,0,Natural Gas,Consumption,,
14941,Italy,1975,0.7597143054008484,Natural Gas,Consumption,,
14942,Latvia,1975,0,Natural Gas,Consumption,,
14943,Lithuania,1975,0,Natural Gas,Consumption,,
14944,Luxembourg,1975,0.01313109,Natural Gas,Consumption,,
14945,Netherlands,1975,1.3329999446868896,Natural Gas,Consumption,,
14946,North Macedonia,1975,0,Natural Gas,Consumption,,
14947,Norway,1975,0,Natural Gas,Consumption,,
14948,Poland,1975,0.288345605,Natural Gas,Consumption,,
14949,Portugal,1975,0,Natural Gas,Consumption,,
14950,Romania,1975,0.987297535,Natural Gas,Consumption,,
14951,Slovakia,1975,0.091233,Natural Gas,Consumption,,
14952,Slovenia,1975,0,Natural Gas,Consumption,,
14953,Spain,1975,0.052503839,Natural Gas,Consumption,,
14954,Sweden,1975,0,Natural Gas,Consumption,,
14955,Switzerland,1975,0.019512,Natural Gas,Consumption,,
14956,Turkey,1975,0,Natural Gas,Consumption,,
14957,Ukraine,1975,0,Natural Gas,Consumption,,
14958,United Kingdom,1975,1.3211028575897217,Natural Gas,Consumption,,
14959,Other Europe,1975,0.066004739,Natural Gas,Consumption,,
14960,Total Europe,1975,8.094944804906845,Natural Gas,Consumption,,
14961,Azerbaijan,1975,0,Natural Gas,Consumption,,
14962,Belarus,1975,0,Natural Gas,Consumption,,
14963,Kazakhstan,1975,0,Natural Gas,Consumption,,
14964,Russian Federation,1975,0,Natural Gas,Consumption,,
14965,Turkmenistan,1975,0,Natural Gas,Consumption,,
14966,Uzbekistan,1975,0,Natural Gas,Consumption,,
14967,Other CIS,1975,0,Natural Gas,Consumption,,
14968,Total CIS,1975,9.867490768432615,Natural Gas,Consumption,,
14969,Iran,1975,0.1533917933702469,Natural Gas,Consumption,,
14970,Iraq,1975,0.044289,Natural Gas,Consumption,,
14971,Israel,1975,0.002062701,Natural Gas,Consumption,,
14972,Kuwait,1975,0.1098503991961479,Natural Gas,Consumption,,
14973,Oman,1975,0,Natural Gas,Consumption,,
14974,Qatar,1975,0.07463178,Natural Gas,Consumption,,
14975,Saudi Arabia,1975,0.092681997,Natural Gas,Consumption,,
14976,United Arab Emirates,1975,0.058265999,Natural Gas,Consumption,,
14977,Other Middle East,1975,0.078335024,Natural Gas,Consumption,,
14978,Total Middle East,1975,0.6135086945723742,Natural Gas,Consumption,,
14979,Algeria,1975,0.1025639995932579,Natural Gas,Consumption,,
14980,Egypt,1975,0.0017325,Natural Gas,Consumption,,
14981,Morocco,1975,0.002485075,Natural Gas,Consumption,,
14982,South Africa,1975,0.005511884,Natural Gas,Consumption,,
14983,Eastern Africa,1975,3.3299998904112726e-05,Natural Gas,Consumption,,
14984,Middle Africa,1975,0.0081711,Natural Gas,Consumption,,
14985,Western Africa,1975,0.0120726,Natural Gas,Consumption,,
14986,Other Northern Africa,1975,0.060527701,Natural Gas,Consumption,,
14987,Other Southern Africa,1975,0,Natural Gas,Consumption,,
14988,Total Africa,1975,0.1930981597688514,Natural Gas,Consumption,,
14989,Australia,1975,0.2076118886470794,Natural Gas,Consumption,,
14990,Bangladesh,1975,0.01784475,Natural Gas,Consumption,,
14991,China,1975,0.3211061954498291,Natural Gas,Consumption,,
14992,China Hong Kong SAR,1975,0,Natural Gas,Consumption,,
14993,India,1975,0.038270924,Natural Gas,Consumption,,
14994,Indonesia,1975,0.085138202,Natural Gas,Consumption,,
14995,Japan,1975,0.3142209053039551,Natural Gas,Consumption,,
14996,Malaysia,1975,0.010498499,Natural Gas,Consumption,,
14997,New Zealand,1975,0.012508753,Natural Gas,Consumption,,
14998,Pakistan,1975,0.1370736062526703,Natural Gas,Consumption,,
14999,Philippines,1975,0,Natural Gas,Consumption,,
15000,Singapore,1975,0,Natural Gas,Consumption,,
15001,South Korea,1975,0,Natural Gas,Consumption,,
15002,Sri Lanka,1975,0,Natural Gas,Consumption,,
15003,Taiwan,1975,0.0571041,Natural Gas,Consumption,,
15004,Thailand,1975,0,Natural Gas,Consumption,,
15005,Vietnam,1975,0,Natural Gas,Consumption,,
15006,Other Asia Pacific,1975,0.0581859,Natural Gas,Consumption,,
15007,Total Asia Pacific,1975,1.2595637231133878,Natural Gas,Consumption,,
15008,Total World,1975,41.97505056612136,Natural Gas,Consumption,,
15009,of which: OECD,1975,28.69161648559384,Natural Gas,Consumption,,
15010,                 Non-OECD,1975,13.283434080527512,Natural Gas,Consumption,,
15011,                 European Union #,1975,6.688325208611786,Natural Gas,Consumption,,
15012,Canada,1976,1.6764380931854248,Natural Gas,Consumption,,
15013,Mexico,1976,0.4638777375221252,Natural Gas,Consumption,,
15014,US,1976,19.31900405883789,Natural Gas,Consumption,,
15015,Total North America,1976,21.45931988954544,Natural Gas,Consumption,,
15016,Argentina,1976,0.3546513020992279,Natural Gas,Consumption,,
15017,Brazil,1976,0.01740838,Natural Gas,Consumption,,
15018,Chile,1976,0.02174742,Natural Gas,Consumption,,
15019,Colombia,1976,0.0619362,Natural Gas,Consumption,,
15020,Ecuador,1976,0.004772952,Natural Gas,Consumption,,
15021,Peru,1976,0.022175999,Natural Gas,Consumption,,
15022,Trinidad & Tobago,1976,0.062237699,Natural Gas,Consumption,,
15023,Venezuela,1976,0.4658536911010742,Natural Gas,Consumption,,
15024,Central America,1976,0,Natural Gas,Consumption,,
15025,Other Caribbean,1976,0.000942192,Natural Gas,Consumption,,
15026,Other South America,1976,0.0055773,Natural Gas,Consumption,,
15027,Total S. & Cent. America,1976,1.0173031347076176,Natural Gas,Consumption,,
15028,Austria,1976,0.171396405,Natural Gas,Consumption,,
15029,Belgium,1976,0.3658013939857483,Natural Gas,Consumption,,
15030,Bulgaria,1976,0.071138702,Natural Gas,Consumption,,
15031,Croatia,1976,0,Natural Gas,Consumption,,
15032,Cyprus,1976,0,Natural Gas,Consumption,,
15033,Czech Republic,1976,0.0658665,Natural Gas,Consumption,,
15034,Denmark,1976,0,Natural Gas,Consumption,,
15035,Estonia,1976,0,Natural Gas,Consumption,,
15036,Finland,1976,0.031026,Natural Gas,Consumption,,
15037,France,1976,0.7072317004203796,Natural Gas,Consumption,,
15038,Germany,1976,1.772238850593567,Natural Gas,Consumption,,
15039,Greece,1976,0,Natural Gas,Consumption,,
15040,Hungary,1976,0.2481380999088287,Natural Gas,Consumption,,
15041,Iceland,1976,0,Natural Gas,Consumption,,
15042,Ireland,1976,0,Natural Gas,Consumption,,
15043,Italy,1976,0.9198747277259828,Natural Gas,Consumption,,
15044,Latvia,1976,0,Natural Gas,Consumption,,
15045,Lithuania,1976,0,Natural Gas,Consumption,,
15046,Luxembourg,1976,0.015034799,Natural Gas,Consumption,,
15047,Netherlands,1976,1.383999943733215,Natural Gas,Consumption,,
15048,North Macedonia,1976,0,Natural Gas,Consumption,,
15049,Norway,1976,0,Natural Gas,Consumption,,
15050,Poland,1976,0.3076559901237488,Natural Gas,Consumption,,
15051,Portugal,1976,0,Natural Gas,Consumption,,
15052,Romania,1976,1.0882714986801147,Natural Gas,Consumption,,
15053,Slovakia,1976,0.1007253006100654,Natural Gas,Consumption,,
15054,Slovenia,1976,0,Natural Gas,Consumption,,
15055,Spain,1976,0.060284879,Natural Gas,Consumption,,
15056,Sweden,1976,0,Natural Gas,Consumption,,
15057,Switzerland,1976,0.020367,Natural Gas,Consumption,,
15058,Turkey,1976,0,Natural Gas,Consumption,,
15059,Ukraine,1976,0,Natural Gas,Consumption,,
15060,United Kingdom,1976,1.4012800455093384,Natural Gas,Consumption,,
15061,Other Europe,1976,0.07076907,Natural Gas,Consumption,,
15062,Total Europe,1976,8.801100906,Natural Gas,Consumption,,
15063,Azerbaijan,1976,0,Natural Gas,Consumption,,
15064,Belarus,1976,0,Natural Gas,Consumption,,
15065,Kazakhstan,1976,0,Natural Gas,Consumption,,
15066,Russian Federation,1976,0,Natural Gas,Consumption,,
15067,Turkmenistan,1976,0,Natural Gas,Consumption,,
15068,Uzbekistan,1976,0,Natural Gas,Consumption,,
15069,Other CIS,1976,0,Natural Gas,Consumption,,
15070,Total CIS,1976,10.858561515808104,Natural Gas,Consumption,,
15071,Iran,1976,0.1727844625711441,Natural Gas,Consumption,,
15072,Iraq,1976,0.061730999,Natural Gas,Consumption,,
15073,Israel,1976,0.001987237,Natural Gas,Consumption,,
15074,Kuwait,1976,0.132148802,Natural Gas,Consumption,,
15075,Oman,1976,0,Natural Gas,Consumption,,
15076,Qatar,1976,0.040762439,Natural Gas,Consumption,,
15077,Saudi Arabia,1976,0.1000521034002304,Natural Gas,Consumption,,
15078,United Arab Emirates,1976,0.068094,Natural Gas,Consumption,,
15079,Other Middle East,1976,0.083233548,Natural Gas,Consumption,,
15080,Total Middle East,1976,0.6607935922220349,Natural Gas,Consumption,,
15081,Algeria,1976,0.1212750002741813,Natural Gas,Consumption,,
15082,Egypt,1976,0.013167,Natural Gas,Consumption,,
15083,Morocco,1976,0.002779323,Natural Gas,Consumption,,
15084,South Africa,1976,0.005566881,Natural Gas,Consumption,,
15085,Eastern Africa,1976,3.3299998904112726e-05,Natural Gas,Consumption,,
15086,Middle Africa,1976,0.0025146,Natural Gas,Consumption,,
15087,Western Africa,1976,0.0224181,Natural Gas,Consumption,,
15088,Other Northern Africa,1976,0.051778801,Natural Gas,Consumption,,
15089,Other Southern Africa,1976,0,Natural Gas,Consumption,,
15090,Total Africa,1976,0.2195330057511455,Natural Gas,Consumption,,
15091,Australia,1976,0.245077983,Natural Gas,Consumption,,
15092,Bangladesh,1976,0.026091451,Natural Gas,Consumption,,
15093,China,1976,0.3664601743221283,Natural Gas,Consumption,,
15094,China Hong Kong SAR,1976,0,Natural Gas,Consumption,,
15095,India,1976,0.046491638,Natural Gas,Consumption,,
15096,Indonesia,1976,0.085868999,Natural Gas,Consumption,,
15097,Japan,1976,0.3766852915287018,Natural Gas,Consumption,,
15098,Malaysia,1976,0.012498307,Natural Gas,Consumption,,
15099,New Zealand,1976,0.033588469,Natural Gas,Consumption,,
15100,Pakistan,1976,0.1397790014743805,Natural Gas,Consumption,,
15101,Philippines,1976,0,Natural Gas,Consumption,,
15102,Singapore,1976,0,Natural Gas,Consumption,,
15103,South Korea,1976,0,Natural Gas,Consumption,,
15104,Sri Lanka,1976,0,Natural Gas,Consumption,,
15105,Taiwan,1976,0.07108935,Natural Gas,Consumption,,
15106,Thailand,1976,0,Natural Gas,Consumption,,
15107,Vietnam,1976,0,Natural Gas,Consumption,,
15108,Other Asia Pacific,1976,0.054657,Natural Gas,Consumption,,
15109,Total Asia Pacific,1976,1.4582876632921398,Natural Gas,Consumption,,
15110,Total World,1976,44.47489970731112,Natural Gas,Consumption,,
15111,of which: OECD,1976,29.771264123963192,Natural Gas,Consumption,,
15112,                 Non-OECD,1976,14.703635583347932,Natural Gas,Consumption,,
15113,                 European Union #,1976,7.308684790506959,Natural Gas,Consumption,,
15114,Canada,1977,1.7583911418914795,Natural Gas,Consumption,,
15115,Mexico,1977,0.4895949363708496,Natural Gas,Consumption,,
15116,US,1977,18.925024032592773,Natural Gas,Consumption,,
15117,Total North America,1977,21.173010110855103,Natural Gas,Consumption,,
15118,Argentina,1977,0.3704057931900024,Natural Gas,Consumption,,
15119,Brazil,1977,0.021714857,Natural Gas,Consumption,,
15120,Chile,1977,0.02238084,Natural Gas,Consumption,,
15121,Colombia,1977,0.069317102,Natural Gas,Consumption,,
15122,Ecuador,1977,0.003056364,Natural Gas,Consumption,,
15123,Peru,1977,0.022020075,Natural Gas,Consumption,,
15124,Trinidad & Tobago,1977,0.0731574,Natural Gas,Consumption,,
15125,Venezuela,1977,0.5085110068321228,Natural Gas,Consumption,,
15126,Central America,1977,0,Natural Gas,Consumption,,
15127,Other Caribbean,1977,0.00079362,Natural Gas,Consumption,,
15128,Other South America,1977,0.0061551,Natural Gas,Consumption,,
15129,Total S. & Cent. America,1977,1.097512158754398,Natural Gas,Consumption,,
15130,Austria,1977,0.1746732145547866,Natural Gas,Consumption,,
15131,Belgium,1977,0.3598901927471161,Natural Gas,Consumption,,
15132,Bulgaria,1977,0.090775803,Natural Gas,Consumption,,
15133,Croatia,1977,0,Natural Gas,Consumption,,
15134,Cyprus,1977,0,Natural Gas,Consumption,,
15135,Czech Republic,1977,0.074854799,Natural Gas,Consumption,,
15136,Denmark,1977,0,Natural Gas,Consumption,,
15137,Estonia,1977,0,Natural Gas,Consumption,,
15138,Finland,1977,0.031553999,Natural Gas,Consumption,,
15139,France,1977,0.7383068799972534,Natural Gas,Consumption,,
15140,Germany,1977,1.8820488452911377,Natural Gas,Consumption,,
15141,Greece,1977,0,Natural Gas,Consumption,,
15142,Hungary,1977,0.267407089,Natural Gas,Consumption,,
15143,Iceland,1977,0,Natural Gas,Consumption,,
15144,Ireland,1977,0,Natural Gas,Consumption,,
15145,Italy,1977,0.9394326210021972,Natural Gas,Consumption,,
15146,Latvia,1977,0,Natural Gas,Consumption,,
15147,Lithuania,1977,0,Natural Gas,Consumption,,
15148,Luxembourg,1977,0.015826104,Natural Gas,Consumption,,
15149,Netherlands,1977,1.3890000581741333,Natural Gas,Consumption,,
15150,North Macedonia,1977,0,Natural Gas,Consumption,,
15151,Norway,1977,0.014360724,Natural Gas,Consumption,,
15152,Poland,1977,0.3264327049255371,Natural Gas,Consumption,,
15153,Portugal,1977,0,Natural Gas,Consumption,,
15154,Romania,1977,1.1527973413467407,Natural Gas,Consumption,,
15155,Slovakia,1977,0.1144737005233764,Natural Gas,Consumption,,
15156,Slovenia,1977,0,Natural Gas,Consumption,,
15157,Spain,1977,0.057957839,Natural Gas,Consumption,,
15158,Sweden,1977,0,Natural Gas,Consumption,,
15159,Switzerland,1977,0.023256,Natural Gas,Consumption,,
15160,Turkey,1977,0,Natural Gas,Consumption,,
15161,Ukraine,1977,0,Natural Gas,Consumption,,
15162,United Kingdom,1977,1.489370346069336,Natural Gas,Consumption,,
15163,Other Europe,1977,0.074823117,Natural Gas,Consumption,,
15164,Total Europe,1977,9.217241378501058,Natural Gas,Consumption,,
15165,Azerbaijan,1977,0,Natural Gas,Consumption,,
15166,Belarus,1977,0,Natural Gas,Consumption,,
15167,Kazakhstan,1977,0,Natural Gas,Consumption,,
15168,Russian Federation,1977,0,Natural Gas,Consumption,,
15169,Turkmenistan,1977,0,Natural Gas,Consumption,,
15170,Uzbekistan,1977,0,Natural Gas,Consumption,,
15171,Other CIS,1977,0,Natural Gas,Consumption,,
15172,Total CIS,1977,11.635089874267578,Natural Gas,Consumption,,
15173,Iran,1977,0.1766906082630157,Natural Gas,Consumption,,
15174,Iraq,1977,0.040287599,Natural Gas,Consumption,,
15175,Israel,1977,0.001974659,Natural Gas,Consumption,,
15176,Kuwait,1977,0.1440846025943756,Natural Gas,Consumption,,
15177,Oman,1977,0,Natural Gas,Consumption,,
15178,Qatar,1977,0.057790261,Natural Gas,Consumption,,
15179,Saudi Arabia,1977,0.1408013999462127,Natural Gas,Consumption,,
15180,United Arab Emirates,1977,0.1186380013823509,Natural Gas,Consumption,,
15181,Other Middle East,1977,0.090311436,Natural Gas,Consumption,,
15182,Total Middle East,1977,0.7705785671714693,Natural Gas,Consumption,,
15183,Algeria,1977,0.1292445063591003,Natural Gas,Consumption,,
15184,Egypt,1977,0.015938999,Natural Gas,Consumption,,
15185,Morocco,1977,0.003027643,Natural Gas,Consumption,,
15186,South Africa,1977,0.005333145,Natural Gas,Consumption,,
15187,Eastern Africa,1977,3.3299998904112726e-05,Natural Gas,Consumption,,
15188,Middle Africa,1977,0.003942,Natural Gas,Consumption,,
15189,Western Africa,1977,0.0295146,Natural Gas,Consumption,,
15190,Other Northern Africa,1977,0.058608899,Natural Gas,Consumption,,
15191,Other Southern Africa,1977,0,Natural Gas,Consumption,,
15192,Total Africa,1977,0.245643091,Natural Gas,Consumption,,
15193,Australia,1977,0.2799663841724396,Natural Gas,Consumption,,
15194,Bangladesh,1977,0.0292446,Natural Gas,Consumption,,
15195,China,1977,0.4397522211074829,Natural Gas,Consumption,,
15196,China Hong Kong SAR,1977,0,Natural Gas,Consumption,,
15197,India,1977,0.049653448,Natural Gas,Consumption,,
15198,Indonesia,1977,0.1826999932527542,Natural Gas,Consumption,,
15199,Japan,1977,0.4600262641906738,Natural Gas,Consumption,,
15200,Malaysia,1977,0.011436274,Natural Gas,Consumption,,
15201,New Zealand,1977,0.05522617,Natural Gas,Consumption,,
15202,Pakistan,1977,0.1527048051357269,Natural Gas,Consumption,,
15203,Philippines,1977,0,Natural Gas,Consumption,,
15204,Singapore,1977,0,Natural Gas,Consumption,,
15205,South Korea,1977,0,Natural Gas,Consumption,,
15206,Sri Lanka,1977,0,Natural Gas,Consumption,,
15207,Taiwan,1977,0.075027034,Natural Gas,Consumption,,
15208,Thailand,1977,0,Natural Gas,Consumption,,
15209,Vietnam,1977,0,Natural Gas,Consumption,,
15210,Other Asia Pacific,1977,0.060606001,Natural Gas,Consumption,,
15211,Total Asia Pacific,1977,1.796343194320798,Natural Gas,Consumption,,
15212,Total World,1977,45.93541838,Natural Gas,Consumption,,
15213,of which: OECD,1977,29.960746648022905,Natural Gas,Consumption,,
15214,                 Non-OECD,1977,15.97467172719189,Natural Gas,Consumption,,
15215,                 European Union #,1977,7.615431191399693,Natural Gas,Consumption,,
15216,Canada,1978,1.7751933336257937,Natural Gas,Consumption,,
15217,Mexico,1978,0.6158111095428467,Natural Gas,Consumption,,
15218,US,1978,18.991384506225582,Natural Gas,Consumption,,
15219,Total North America,1978,21.382388949394223,Natural Gas,Consumption,,
15220,Argentina,1978,0.3602528870105743,Natural Gas,Consumption,,
15221,Brazil,1978,0.028576022,Natural Gas,Consumption,,
15222,Chile,1978,0.020902861,Natural Gas,Consumption,,
15223,Colombia,1978,0.085862704,Natural Gas,Consumption,,
15224,Ecuador,1978,0.0031401,Natural Gas,Consumption,,
15225,Peru,1978,0.0230076,Natural Gas,Consumption,,
15226,Trinidad & Tobago,1978,0.087336898,Natural Gas,Consumption,,
15227,Venezuela,1978,0.5131263732910156,Natural Gas,Consumption,,
15228,Central America,1978,0,Natural Gas,Consumption,,
15229,Other Caribbean,1978,0.000713412,Natural Gas,Consumption,,
15230,Other South America,1978,0.0118197,Natural Gas,Consumption,,
15231,Total S. & Cent. America,1978,1.1347385561675765,Natural Gas,Consumption,,
15232,Austria,1978,0.1816856563091278,Natural Gas,Consumption,,
15233,Belgium,1978,0.3568482100963592,Natural Gas,Consumption,,
15234,Bulgaria,1978,0.096840903,Natural Gas,Consumption,,
15235,Croatia,1978,0,Natural Gas,Consumption,,
15236,Cyprus,1978,0,Natural Gas,Consumption,,
15237,Czech Republic,1978,0.083876401,Natural Gas,Consumption,,
15238,Denmark,1978,0,Natural Gas,Consumption,,
15239,Estonia,1978,0,Natural Gas,Consumption,,
15240,Finland,1978,0.034356002,Natural Gas,Consumption,,
